Label,NALT_URI
nutritional characteristics,https://lod.nal.usda.gov/nalt/10486_10
nutritional quality,https://lod.nal.usda.gov/nalt/10486_11
nutritional value,https://lod.nal.usda.gov/nalt/10486_12
nutritive ratio,https://lod.nal.usda.gov/nalt/10486_13
nutritive value index,https://lod.nal.usda.gov/nalt/10486_14
quality for nutrition,https://lod.nal.usda.gov/nalt/10486_15
fishing overexploitation,https://lod.nal.usda.gov/nalt/104860
over-fishing,https://lod.nal.usda.gov/nalt/104860_1
ecosystem goods and services,https://lod.nal.usda.gov/nalt/104863
environmental benefits,https://lod.nal.usda.gov/nalt/104863_1
environmental services,https://lod.nal.usda.gov/nalt/104863_2
phytate,https://lod.nal.usda.gov/nalt/10487
sodium phytate,https://lod.nal.usda.gov/nalt/10487_1
autopsies,https://lod.nal.usda.gov/nalt/104870
autopsy,https://lod.nal.usda.gov/nalt/104870_1
postmortem examination,https://lod.nal.usda.gov/nalt/104870_2
cacao nibs,https://lod.nal.usda.gov/nalt/104879
cracked cocoa,https://lod.nal.usda.gov/nalt/104879_1
antioxidant defence,https://lod.nal.usda.gov/nalt/10489
antioxidant defense,https://lod.nal.usda.gov/nalt/10489_1
antioxidative activity,https://lod.nal.usda.gov/nalt/10489_2
radical absorbing activity,https://lod.nal.usda.gov/nalt/10489_3
baking chocolate,https://lod.nal.usda.gov/nalt/104890
bitter chocolate,https://lod.nal.usda.gov/nalt/104890_1
cacao liquor,https://lod.nal.usda.gov/nalt/104890_2
cacao mass,https://lod.nal.usda.gov/nalt/104890_3
cocoa liquor,https://lod.nal.usda.gov/nalt/104890_4
cocoa mass,https://lod.nal.usda.gov/nalt/104890_5
cooking chocolate,https://lod.nal.usda.gov/nalt/104890_6
unsweetened chocolate,https://lod.nal.usda.gov/nalt/104890_7
lipid oxidation,https://lod.nal.usda.gov/nalt/10490
rogue removal,https://lod.nal.usda.gov/nalt/104900
rogueing,https://lod.nal.usda.gov/nalt/104900_1
roguing,https://lod.nal.usda.gov/nalt/104900_2
CWD (coarse woody debris),https://lod.nal.usda.gov/nalt/104904
coarse woody habitat,https://lod.nal.usda.gov/nalt/104904_1
large woody debris,https://lod.nal.usda.gov/nalt/104904_2
BHA (butylated hydroxyanisole),https://lod.nal.usda.gov/nalt/10491
butyl methoxyphenol,https://lod.nal.usda.gov/nalt/10491_1
butylhydroxyanisole,https://lod.nal.usda.gov/nalt/10491_2
sourbush seed fly,https://lod.nal.usda.gov/nalt/104911
Aleurocanthus spinifera,https://lod.nal.usda.gov/nalt/104914
Aleurocanthus spiniferus var. intermedia,https://lod.nal.usda.gov/nalt/104914_1
orange spiny whitefly,https://lod.nal.usda.gov/nalt/104914_2
Bactrocera tau,https://lod.nal.usda.gov/nalt/104918
BHT (butylated hydroxytoluene),https://lod.nal.usda.gov/nalt/10492
butylhydroxytoluene,https://lod.nal.usda.gov/nalt/10492_1
dibunol,https://lod.nal.usda.gov/nalt/10492_2
lantana leafmining fly,https://lod.nal.usda.gov/nalt/104922
gray pineapple mealybug,https://lod.nal.usda.gov/nalt/104926
lantana seed fly,https://lod.nal.usda.gov/nalt/104930
banana moth,https://lod.nal.usda.gov/nalt/104932
Gentiana scandens,https://lod.nal.usda.gov/nalt/104934
Paederia magnifica,https://lod.nal.usda.gov/nalt/104934_1
Paederia scandens,https://lod.nal.usda.gov/nalt/104934_2
Paederia tomentosa,https://lod.nal.usda.gov/nalt/104934_3
skunkvine,https://lod.nal.usda.gov/nalt/104934_4
twospotted leafhopper,https://lod.nal.usda.gov/nalt/104945
brown sowthistle aphid,https://lod.nal.usda.gov/nalt/104954
Crepis japonica,https://lod.nal.usda.gov/nalt/104958
Oriental false hawksbeard,https://lod.nal.usda.gov/nalt/104958_1
Prenanthes japonica,https://lod.nal.usda.gov/nalt/104958_2
Oedaspis leucotricha,https://lod.nal.usda.gov/nalt/104963
Trypeta nigerrima,https://lod.nal.usda.gov/nalt/104963_1
Urophora connexa,https://lod.nal.usda.gov/nalt/104963_2
nettle caterpillar,https://lod.nal.usda.gov/nalt/104969
Truk,https://lod.nal.usda.gov/nalt/104973
Ponape,https://lod.nal.usda.gov/nalt/104974
O'ahu,https://lod.nal.usda.gov/nalt/104976
Big Island of Hawaii,https://lod.nal.usda.gov/nalt/104978
ectoparasitoses,https://lod.nal.usda.gov/nalt/10499
parasitic diseases,https://lod.nal.usda.gov/nalt/10499_1
parasitic infections,https://lod.nal.usda.gov/nalt/10499_2
parasitic infestations,https://lod.nal.usda.gov/nalt/10499_3
Bosnia,https://lod.nal.usda.gov/nalt/105004
Hercegovina,https://lod.nal.usda.gov/nalt/105004_1
Hercegovina-Bosnia,https://lod.nal.usda.gov/nalt/105004_2
Herzegovina,https://lod.nal.usda.gov/nalt/105004_3
Herzegovina-Bosnia,https://lod.nal.usda.gov/nalt/105004_4
cacao solids,https://lod.nal.usda.gov/nalt/105005
nonfat cocoa solids,https://lod.nal.usda.gov/nalt/105005_1
Chaco Boreal,https://lod.nal.usda.gov/nalt/105016
Chaco region,https://lod.nal.usda.gov/nalt/105016_1
El Chaco region,https://lod.nal.usda.gov/nalt/105016_2
food adulteration,https://lod.nal.usda.gov/nalt/105020
Endomycetales,https://lod.nal.usda.gov/nalt/105029
breeding areas,https://lod.nal.usda.gov/nalt/105034
breeding grounds,https://lod.nal.usda.gov/nalt/105034_1
breeding habitats,https://lod.nal.usda.gov/nalt/105034_2
breeding places,https://lod.nal.usda.gov/nalt/105034_3
mating sites,https://lod.nal.usda.gov/nalt/105034_4
parturition grounds,https://lod.nal.usda.gov/nalt/105034_5
fishery management,https://lod.nal.usda.gov/nalt/105046
fishing management,https://lod.nal.usda.gov/nalt/105046_1
managed fisheries,https://lod.nal.usda.gov/nalt/105046_2
Hypocrea jecorina,https://lod.nal.usda.gov/nalt/105051
Andean region,https://lod.nal.usda.gov/nalt/105054
Andes mountains,https://lod.nal.usda.gov/nalt/105054_1
Tetrapedia (bee),https://lod.nal.usda.gov/nalt/105066
Scleroderma (wasp),https://lod.nal.usda.gov/nalt/105069
Betula alba var. pumila,https://lod.nal.usda.gov/nalt/105072
Betula czerepanovii,https://lod.nal.usda.gov/nalt/105072_1
Betula pubescens ssp. czerepanovii,https://lod.nal.usda.gov/nalt/105072_2
Betula pubescens ssp. tortuosa,https://lod.nal.usda.gov/nalt/105072_3
Betula pubescens subsp. czerepanovii,https://lod.nal.usda.gov/nalt/105072_4
Betula pubescens subsp. tortuosa,https://lod.nal.usda.gov/nalt/105072_5
Betula tortuosa,https://lod.nal.usda.gov/nalt/105072_6
mountain birch,https://lod.nal.usda.gov/nalt/105072_7
Eurasian river otter,https://lod.nal.usda.gov/nalt/105077
smartweed borer,https://lod.nal.usda.gov/nalt/105081
pepper weevil,https://lod.nal.usda.gov/nalt/105085
local names,https://lod.nal.usda.gov/nalt/105088
vernacular names,https://lod.nal.usda.gov/nalt/105088_1
brakes (mechanism),https://lod.nal.usda.gov/nalt/105113
bisolvomycin,https://lod.nal.usda.gov/nalt/10513
geomycin,https://lod.nal.usda.gov/nalt/10513_1
hydroxytetracycline,https://lod.nal.usda.gov/nalt/10513_2
oxytetracycline hydrochloride,https://lod.nal.usda.gov/nalt/10513_3
terramycin,https://lod.nal.usda.gov/nalt/10513_4
antichagasic drugs,https://lod.nal.usda.gov/nalt/10519
antitrypanosomal agents,https://lod.nal.usda.gov/nalt/10519_1
trypanocidal agents,https://lod.nal.usda.gov/nalt/10519_2
trypanocidal drugs,https://lod.nal.usda.gov/nalt/10519_3
analytes,https://lod.nal.usda.gov/nalt/105193
Soybean chlorotic mottle-like viruses,https://lod.nal.usda.gov/nalt/105195
cassava vein mosaic-like viruses,https://lod.nal.usda.gov/nalt/105196
Rice tungro bacilliform-like viruses,https://lod.nal.usda.gov/nalt/105197
Petunia vein clearing-like viruses,https://lod.nal.usda.gov/nalt/105198
GSHV (Ground squirrel hepatitis virus),https://lod.nal.usda.gov/nalt/105219
Ground squirrel hepatitis B virus,https://lod.nal.usda.gov/nalt/105219_1
WHV (Woodchuck hepatitis virus),https://lod.nal.usda.gov/nalt/105223
Woodchuck hepatitis B virus,https://lod.nal.usda.gov/nalt/105223_1
WMHBV (Woolly monkey hepatitis B virus),https://lod.nal.usda.gov/nalt/105226
AgaMooV (Anopheles gambiae Moose virus),https://lod.nal.usda.gov/nalt/105229
AluTasV (Ascaris lumbricoides Tas virus),https://lod.nal.usda.gov/nalt/105230
BmoPaoV (Bombyx mori Pao virus),https://lod.nal.usda.gov/nalt/105231
CelCer13V (Caenorhabditis elegans Cer13 virus),https://lod.nal.usda.gov/nalt/105232
CcaYoyV (Ceratitis capitata Yoyo virus),https://lod.nal.usda.gov/nalt/105241
DmeGypV (Drosophila melanogaster Gypsy virus),https://lod.nal.usda.gov/nalt/105242
DmeIdeV (Drosophila melanogaster Idefix virus),https://lod.nal.usda.gov/nalt/105243
DmeTirV (Drosophila melanogaster Tirant virus),https://lod.nal.usda.gov/nalt/105244
DmeZamV (Drosophila melanogaster Zam virus),https://lod.nal.usda.gov/nalt/105245
Dme176V (Drosophila melanogaster 17.6 virus),https://lod.nal.usda.gov/nalt/105246
DviTv1V (Drosophila virilis Tv1 virus),https://lod.nal.usda.gov/nalt/105247
AthAthV (Arabidopsis thaliana Athila virus),https://lod.nal.usda.gov/nalt/105255
AthTat4V (Arabidopsis thaliana Tat4 virus),https://lod.nal.usda.gov/nalt/105256
DdiSkiV (Dictyostelium discoideum Skipper virus),https://lod.nal.usda.gov/nalt/105257
DbuOsvV (Drosophila buzzatii Osvaldo virus),https://lod.nal.usda.gov/nalt/105258
DmeBlaV (Drosophila melanogaster Blastopia virus),https://lod.nal.usda.gov/nalt/105259
Antirrhinum boissieri,https://lod.nal.usda.gov/nalt/10526
Antirrhinum glutinosum,https://lod.nal.usda.gov/nalt/10526_1
Antirrhinum graniticum ssp. boissieri,https://lod.nal.usda.gov/nalt/10526_2
Antirrhinum graniticum subsp. boissieri,https://lod.nal.usda.gov/nalt/10526_3
DmeMdg3V (Drosophila melanogaster Mdg3 virus),https://lod.nal.usda.gov/nalt/105260
TruSusV (Takifugu rubripes Sushi virus),https://lod.nal.usda.gov/nalt/105261
extra-embryonic membranes,https://lod.nal.usda.gov/nalt/105267
fetal membranes,https://lod.nal.usda.gov/nalt/105267_1
foetal membranes,https://lod.nal.usda.gov/nalt/105267_2
chorion (insects),https://lod.nal.usda.gov/nalt/105270
chorion (invertebrates),https://lod.nal.usda.gov/nalt/105270_1
chorion (vertebrates),https://lod.nal.usda.gov/nalt/105270_2
chorionic villi,https://lod.nal.usda.gov/nalt/105270_3
chorionic villus,https://lod.nal.usda.gov/nalt/105270_4
egg shell (insect),https://lod.nal.usda.gov/nalt/105270_5
eggshell (insect),https://lod.nal.usda.gov/nalt/105270_6
insect chorion,https://lod.nal.usda.gov/nalt/105270_7
eggshell membranes,https://lod.nal.usda.gov/nalt/105274
pangolins,https://lod.nal.usda.gov/nalt/105290
scaly anteaters,https://lod.nal.usda.gov/nalt/105290_1
photoaffinity labelling,https://lod.nal.usda.gov/nalt/105293
photoaffinity labels,https://lod.nal.usda.gov/nalt/105293_1
photoaffinity probes,https://lod.nal.usda.gov/nalt/105293_2
Dactylosphaera vastatrix,https://lod.nal.usda.gov/nalt/105300
Dactylosphaera vitifoliae,https://lod.nal.usda.gov/nalt/105300_1
Daktylosphaera vitifoliae,https://lod.nal.usda.gov/nalt/105300_2
Pemphigus vitifoliae,https://lod.nal.usda.gov/nalt/105300_3
Peritymbia vastatrix,https://lod.nal.usda.gov/nalt/105300_4
Peritymbia vitifoliae,https://lod.nal.usda.gov/nalt/105300_5
Peritymbia vitisana,https://lod.nal.usda.gov/nalt/105300_6
Phylloxera pervastatrix,https://lod.nal.usda.gov/nalt/105300_7
Phylloxera vastatrix,https://lod.nal.usda.gov/nalt/105300_8
Phylloxera vitifoleae,https://lod.nal.usda.gov/nalt/105300_9
Phylloxera vitifoliae,https://lod.nal.usda.gov/nalt/105300_10
Phylloxera vitifolii,https://lod.nal.usda.gov/nalt/105300_11
Rhizaphis vastatrix,https://lod.nal.usda.gov/nalt/105300_12
Viteus vastatrix,https://lod.nal.usda.gov/nalt/105300_13
Viteus vitifoliae,https://lod.nal.usda.gov/nalt/105300_14
grape leaf louse,https://lod.nal.usda.gov/nalt/105300_15
grape louse,https://lod.nal.usda.gov/nalt/105300_16
grape phylloxera,https://lod.nal.usda.gov/nalt/105300_17
grapevine phylloxera,https://lod.nal.usda.gov/nalt/105300_18
vine louse,https://lod.nal.usda.gov/nalt/105300_19
Antirrhinum cymbalaria,https://lod.nal.usda.gov/nalt/10531
Kenilworth ivy,https://lod.nal.usda.gov/nalt/10531_1
Linaria cymbalaria,https://lod.nal.usda.gov/nalt/10531_2
4-H Program,https://lod.nal.usda.gov/nalt/105319
4-H organisation,https://lod.nal.usda.gov/nalt/105319_1
4-H organization,https://lod.nal.usda.gov/nalt/105319_2
4H Program,https://lod.nal.usda.gov/nalt/105319_3
4H Youth Development Program,https://lod.nal.usda.gov/nalt/105319_4
4H organisation,https://lod.nal.usda.gov/nalt/105319_5
heritage varieties,https://lod.nal.usda.gov/nalt/105321
traditional varieties,https://lod.nal.usda.gov/nalt/105321_1
CCD (colony collapse disorder),https://lod.nal.usda.gov/nalt/105324
fall dwindle disease,https://lod.nal.usda.gov/nalt/105324_1
biorefinery,https://lod.nal.usda.gov/nalt/105327
Tilia heterophylla,https://lod.nal.usda.gov/nalt/105338
white basswood,https://lod.nal.usda.gov/nalt/105338_1
Tilia mexicana,https://lod.nal.usda.gov/nalt/105339
cyrimbo,https://lod.nal.usda.gov/nalt/105339_1
flor de tila,https://lod.nal.usda.gov/nalt/105339_2
sirima,https://lod.nal.usda.gov/nalt/105339_3
tirimo,https://lod.nal.usda.gov/nalt/105339_4
tzirimo,https://lod.nal.usda.gov/nalt/105339_5
dwarf glasswort,https://lod.nal.usda.gov/nalt/105348
Antirrhinum purpureum,https://lod.nal.usda.gov/nalt/10535
petrol,https://lod.nal.usda.gov/nalt/105351
gasahol,https://lod.nal.usda.gov/nalt/105354
heating equipment,https://lod.nal.usda.gov/nalt/105358
TSV (Taura syndrome virus),https://lod.nal.usda.gov/nalt/105365
SInV-1 (Solenopsis invicta virus-1),https://lod.nal.usda.gov/nalt/105368
anti-sense RNA,https://lod.nal.usda.gov/nalt/10537
RNA gene products,https://lod.nal.usda.gov/nalt/10538
ribonucleic acid,https://lod.nal.usda.gov/nalt/10538_1
Infectious flacherie-like viruses,https://lod.nal.usda.gov/nalt/105384
BmoMagV (Bombyx mori Mag virus),https://lod.nal.usda.gov/nalt/105406
behavioral problems,https://lod.nal.usda.gov/nalt/10545
behaviour problems,https://lod.nal.usda.gov/nalt/10545_1
behavioural problems,https://lod.nal.usda.gov/nalt/10545_2
misbehavior,https://lod.nal.usda.gov/nalt/10545_3
misbehaviour,https://lod.nal.usda.gov/nalt/10545_4
antispasmodics,https://lod.nal.usda.gov/nalt/10547
parasympathetic-blocking agents,https://lod.nal.usda.gov/nalt/10547_1
spasmolytics,https://lod.nal.usda.gov/nalt/10547_2
Chimpanzee foamy virus,https://lod.nal.usda.gov/nalt/105488
Human foamy virus,https://lod.nal.usda.gov/nalt/105488_1
SFVcpz (Simian foamy virus),https://lod.nal.usda.gov/nalt/105488_2
"Simian foamy virus, chimpanzee isolate",https://lod.nal.usda.gov/nalt/105488_3
"Simian foamy virus, human isolate",https://lod.nal.usda.gov/nalt/105488_4
EFV (Equine foamy virus),https://lod.nal.usda.gov/nalt/105494
biotoxins,https://lod.nal.usda.gov/nalt/10551
pecan phylloxera,https://lod.nal.usda.gov/nalt/105510
pecan leaf phylloxera,https://lod.nal.usda.gov/nalt/105511
fossil energy resources,https://lod.nal.usda.gov/nalt/105519
fossil oils,https://lod.nal.usda.gov/nalt/105519_1
bituminous sands,https://lod.nal.usda.gov/nalt/105520
antitussive drugs,https://lod.nal.usda.gov/nalt/10555
antitussives,https://lod.nal.usda.gov/nalt/10555_1
cough suppressants,https://lod.nal.usda.gov/nalt/10555_2
breonesin,https://lod.nal.usda.gov/nalt/10558
glycerol guaiacolate,https://lod.nal.usda.gov/nalt/10558_1
glyceryl guaiacolate,https://lod.nal.usda.gov/nalt/10558_2
guaiphenesin,https://lod.nal.usda.gov/nalt/10558_3
guaiphenezine,https://lod.nal.usda.gov/nalt/10558_4
non-preference (pest resistance),https://lod.nal.usda.gov/nalt/10562
nonpreference (pest resistance),https://lod.nal.usda.gov/nalt/10562_1
OAdV-7 (Ovine adenovirus 7),https://lod.nal.usda.gov/nalt/105688
OAdV-D (Ovine adenovirus D),https://lod.nal.usda.gov/nalt/105688_1
Ovine adenovirus 7,https://lod.nal.usda.gov/nalt/105688_2
Ovine adenovirus D,https://lod.nal.usda.gov/nalt/105688_3
DAdV-1 (Duck adenovirus 1),https://lod.nal.usda.gov/nalt/105689
DAdV-A (Duck adenovirus A),https://lod.nal.usda.gov/nalt/105689_1
Duck adenovirus 1,https://lod.nal.usda.gov/nalt/105689_2
Duck adenovirus A,https://lod.nal.usda.gov/nalt/105689_3
BAdV-4 (Bovine adenovirus 4),https://lod.nal.usda.gov/nalt/105690
BAdV-5 (Bovine adenovirus 5),https://lod.nal.usda.gov/nalt/105690_1
BAdV-8 (Bovine adenovirus 8),https://lod.nal.usda.gov/nalt/105690_2
BAdV-D (Bovine adenovirus D),https://lod.nal.usda.gov/nalt/105690_3
BAdV-Rus (Bovine adenovirus - Rus),https://lod.nal.usda.gov/nalt/105690_4
Bovine adenovirus - Rus,https://lod.nal.usda.gov/nalt/105690_5
Bovine adenovirus 4,https://lod.nal.usda.gov/nalt/105690_6
Bovine adenovirus 5,https://lod.nal.usda.gov/nalt/105690_7
Bovine adenovirus 8,https://lod.nal.usda.gov/nalt/105690_8
Bovine adenovirus D,https://lod.nal.usda.gov/nalt/105690_9
Bovine adenovirus type 4,https://lod.nal.usda.gov/nalt/105690_10
PoAdV (Possum adenovirus),https://lod.nal.usda.gov/nalt/105691
PoAdV-1 (Possum adenovirus 1),https://lod.nal.usda.gov/nalt/105691_1
PoAdV-A (Possum adenovirus A),https://lod.nal.usda.gov/nalt/105691_2
Possum adenovirus 1,https://lod.nal.usda.gov/nalt/105691_3
Possum adenovirus A,https://lod.nal.usda.gov/nalt/105691_4
antlike stone beetles,https://lod.nal.usda.gov/nalt/10570
FrAdV (Frog adenovirus),https://lod.nal.usda.gov/nalt/105710
FrAdV-1 (Frog adenovirus 1),https://lod.nal.usda.gov/nalt/105710_1
FrAdV-A (Frog adenovirus A),https://lod.nal.usda.gov/nalt/105710_2
Frog adenovirus 1,https://lod.nal.usda.gov/nalt/105710_3
Frog adenovirus A,https://lod.nal.usda.gov/nalt/105710_4
TAdV-3 (Turkey adenovirus 3),https://lod.nal.usda.gov/nalt/105711
TAdV-A (Turkey adenovirus A),https://lod.nal.usda.gov/nalt/105711_1
Turkey adenovirus 3,https://lod.nal.usda.gov/nalt/105711_2
Turkey adenovirus A,https://lod.nal.usda.gov/nalt/105711_3
AdorGV (Adoxophyes orana granulovirus),https://lod.nal.usda.gov/nalt/105727
ChfuGV (Choristoneura fumiferana granulovirus),https://lod.nal.usda.gov/nalt/105728
CrIeGV (Cryptophlebia leucotreta granulovirus),https://lod.nal.usda.gov/nalt/105729
mealybugs,https://lod.nal.usda.gov/nalt/10573
HabrGV (Harrisina brillians granulovirus),https://lod.nal.usda.gov/nalt/105730
HearGV (Helicoverpa armigera granulovirus),https://lod.nal.usda.gov/nalt/105731
LaolGV (Lacanobia oleracea granulovirus),https://lod.nal.usda.gov/nalt/105732
PhopGV (Phthorimaea operculella granulovirus),https://lod.nal.usda.gov/nalt/105733
PlxyGV (Plutella xylostella granulovirus),https://lod.nal.usda.gov/nalt/105734
PsunGV (Pseudalatia unipuncta granulovirus),https://lod.nal.usda.gov/nalt/105735
Rhodesgrass mealybug,https://lod.nal.usda.gov/nalt/10574
glacial ice,https://lod.nal.usda.gov/nalt/105752
foldingdoor spiders,https://lod.nal.usda.gov/nalt/10576
Arab Gulf,https://lod.nal.usda.gov/nalt/105766
Arabian Gulf,https://lod.nal.usda.gov/nalt/105766_1
Persian-Arabian Gulf,https://lod.nal.usda.gov/nalt/105766_2
